,Unique ID,feature_name,Honorees,City,County,State,Side,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status,Latitude,Longitude
0,223,Confederate Oak,No specific honoree,Port Orange,Volusia,FL,South,Other,Parks/Trails,Uknown,,,Live,29.141516,-81.006682
1,220,Confederate Monument,No specific honoree,Quincy,Gadsden,FL,South,Monument,Courthouse Grounds,Memorial Association of Gadsden County,1884.0,,Live,30.588833,-84.576433
2,210,Confederate Monument,No specific honoree,St. Augustine,St. Johns,FL,South,Monument,Monument,Ladies Memorial Association,1872.0,,Live,29.892467,-81.312033
3,1983,Gen. William Loring Monument,William Loring,St. Augustine,St. Johns,FL,South,Monument,Monument,United Daughters of the Confederacy,1920.0,,Live,29.892417,-81.313817
4,187,Robert Lee Road,Robert E. Lee,St. Cloud,Osceola,FL,South,Highway / Roadway,Roads,Uknown,,,Live,28.194564,-81.173562
5,2104,Stonewall Jackson Memorial Highway Marker,"Thomas Jonathan ""Stonewall"" Jackson",St. Petersburg,Pinellas,FL,South,Marker,Monument,United Daughters of the Confederacy,1940.0,,Live,30.411733,-83.911133
6,180,Bradford County,Richard Bradford,Starke,Bradford,FL,South,County/Municipality,County/Municipality,Uknown,1861.0,,Live,29.961379,-82.150070
7,2139,A.H. Stephens State Park,Alexander Stephens,Crawfordville,Taliaferro,GA,South,Park,Parks/Trails,Uknown,,,Live,33.557817,-82.895317
8,369,Confederate Monument,No specific honoree,Crawfordville,Taliaferro,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1898.0,,Live,33.554467,-82.896633
9,2070,Jefferson Davis Highway Marker,Jefferson Davis,Crawfordville,Taliaferro,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,,,Live,33.554283,-82.896333
10,370,Confederate Veterans Monument,No specific honoree,Cusseta,Chattahoochee,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,,,Live,32.306117,-84.776667
11,327,Randolph County Confederate Monument,No specific honoree,Cuthbert,Randolph,GA,South,Monument,Monument,United Daughters of the Confederacy,1910.0,,Live,31.771330,-84.789311
12,291,Confederate Avenue,No specific honoree,Dallas,Paulding,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.927032,-84.842543
13,2223,The War Between the States Sesquicentennial Monument,No specific honoree,Dallas,Paulding,GA,South,Monument,Monument,Sons of Confederate Veterans,2012.0,,Live,33.921083,-84.839367
14,1862,Joseph E. Johnston Statue,Joseph Eggleston Johnston,Dalton,Whitfield,GA,South,Monument,Monument,United Daughters of the Confederacy,1912.0,,Live,34.771523,-84.968101
15,2061,Confederate Gun Shop Monument,No specific honoree,Dawson,Terrell,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; Works Progress Administration,1936.0,,Live,31.773333,-84.445550
16,386,Confederate Monument,No specific honoree,Monroe,Walton,GA,South,Monument,Courthouse Grounds,surviving Confederate veterans; Ladies Memorial Association,1907.0,,Live,33.794634,-83.712844
17,347,Macon County Confederate Monument,No specific honoree,Montezuma,Macon,GA,South,Monument,Monument,United Daughters of the Confederacy,1911.0,,Live,32.305810,-84.027518
18,348,Jasper County Confederate Monument,No specific honoree,Monticello,Jasper,GA,South,Monument,Monument,Uknown,1910.0,,Live,33.304413,-83.684084
19,387,Colquitt County Confederate Monument,No specific honoree,Moultrie,Colquitt,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1909.0,,Live,31.179116,-83.788609
20,388,Confederate Monument,No specific honoree,Mount Vernon,Montgomery,GA,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1997.0,,Live,32.174190,-82.594663
21,2173,Coweta County Georgia Monument,No specific honoree,Newnan,Coweta,GA,South,Monument,Courthouse Grounds,Ladies Memorial Association,1885.0,,Live,33.374780,-84.799748
22,251,General Lee Drive,Robert E. Lee,Newnan,Coweta,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.415197,-84.708576
23,250,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Newnan,Coweta,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.412285,-84.710789
24,389,William Thomas Overby Confederate Hero Monument,William Thomas Overby,Newnan,Coweta,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1956.0,,Live,33.374835,-84.800293
25,2049,Jefferson Davis Highway Marker,Jefferson Davis,Norwood,Warren,GA,South,Monument,Monument,United Daughters of the Confederacy,,,Live,33.462156,-82.706961
26,930,Robert E Lee Street,Robert E. Lee,Orangeburg,Orangeburg,SC,South,Highway / Roadway,Roads,Uknown,,,Live,33.477341,-80.858777
27,934,Stonewall Jackson Boulevard,"Thomas Jonathan ""Stonewall"" Jackson",Orangeburg,Orangeburg,SC,South,Highway / Roadway,Roads,Uknown,,,Live,33.469807,-80.857892
28,933,Stonewall Jackson Street Southwest,"Thomas Jonathan ""Stonewall"" Jackson",Orangeburg,Orangeburg,SC,South,Highway / Roadway,Roads,Uknown,,,Live,33.479783,-80.867005
29,1952,Robert E. Lee Monument,Robert E. Lee,Pickens,Pickens,SC,South,Monument,Courthouse Grounds,Uknown,,,Live,34.883333,-82.706950
30,974,Confederate Veterans Monument,No specific honoree,Prosperity,Newberry,SC,South,Monument,Monument,United Daughters of the Confederacy,1928.0,,Live,34.209350,-81.533217
31,1967,Confederate Park,No specific honoree,Rock Hill,York,SC,South,Park,Parks/Trails,Uknown,,,Live,34.926745,-81.017042
32,975,Ebenezer Confederate Monument,No specific honoree,Rock Hill,York,SC,South,Monument,Monument,United Daughters of the Confederacy,1908.0,,Live,34.965900,-81.051900
33,3105,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Rock Hill,York,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.927620,-81.016417
34,3106,North Confederate Avenue,No specific honoree,Rock Hill,York,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.927692,-81.018415
35,1162,Cleburne Mural,Patrick Cleburne,Cleburne,Johnson,TX,South,Other,Parks/Trails,Howard Dudley,2009.0,,Live,32.345667,-97.385817
36,1190,Confederate Monument,No specific honoree,Cleburne,Johnson,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1917.0,,Live,32.347083,-97.385967
37,1095,Johnson County,Middleton T. Johnson,Cleburne,Johnson,TX,South,County/Municipality,County/Municipality,Uknown,1867.0,,Live,32.344706,-97.389435
38,1189,Patrick Cleburne monument,Patrick Cleburne,Cleburne,Johnson,TX,South,Monument,Courthouse Grounds,Buffalo Creek Association,2015.0,,Live,32.346076,-97.389195
39,1122,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Conroe,Montgomery,TX,South,Highway / Roadway,Roads,Uknown,,,Live,30.260793,-95.445002
40,1120,Jubal Early Lane,Jubal Anderson Early,Conroe,Montgomery,TX,South,Highway / Roadway,Roads,Uknown,,,Live,30.260218,-95.438148
41,1121,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Conroe,Montgomery,TX,South,Highway / Roadway,Roads,Uknown,,,Live,30.259143,-95.440530
42,1191,Call to Arms Monument,No specific honoree,Corsicana,Navarro,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1909.0,,Live,32.094917,-96.468683
43,1096,Foard County,Robert L. Foard,Crowell,Foard,TX,South,County/Municipality,County/Municipality,Uknown,1891.0,,Live,33.983421,-99.724466
44,1192,General Augustus C. Buchel Monument,Augustus C. Buchel,Cuero,DeWitt,TX,South,Monument,Courthouse Grounds,Dewitt County,1963.0,,Live,29.092157,-97.288932
45,1860,W.H. Gaston Middle School,W.H. Gaston,Dallas,Dallas,TX,South,School,Schools,Uknown,1954.0,,Live,32.825458,-96.693365
46,1302,General Jackson Avenue,"Thomas Jonathan ""Stonewall"" Jackson",Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.500244,-78.037918
47,1304,General Jeb Stuart Lane,"James Ewell Brown ""Jeb"" Stuart",Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.502015,-78.033841
48,1301,General Lee Avenue,Robert E. Lee,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.497533,-78.037352
49,3148,General Longstreet Avenue,James Longstreet,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.500458,-78.037232
50,1306,General Winder Road,John Henry Winder,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.397732,-78.080158
51,3149,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.487746,-77.989892
52,1476,Stonewall Jackson Middle School,"Thomas Jonathan ""Stonewall"" Jackson",Manassas,Manassas City,VA,South,School,Schools,Uknown,1962.0,,Live,38.784814,-77.501075
53,1465,Stonewall Jackson Volunteer Fire & Rescue Department,"Thomas Jonathan ""Stonewall"" Jackson",Manassas,Manassas City,VA,South,Other,Buildings,Uknown,1969.0,,Live,38.786635,-77.508110
54,1934,Stonewall Road,"Thomas Jonathan ""Stonewall"" Jackson",Manassas,Manassas City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.763032,-77.482102
55,1444,Confederate Monument,No specific honoree,Marion,Smyth,VA,South,Monument,Courthouse Grounds,Uknown,1904.0,,Live,36.832989,-81.519887
56,3166,Jeb Stuart Court,"James Ewell Brown ""Jeb"" Stuart",Martinsville,Henry,VA,South,Highway / Roadway,Roads,Uknown,,,Live,36.681609,-79.807713
57,1279,Jeb Stuart Road,"James Ewell Brown ""Jeb"" Stuart",Martinsville,Henry,VA,South,Highway / Roadway,Roads,Uknown,,,Live,36.681667,-79.809556
58,1278,Jefferson Davis Drive,Jefferson Davis,Martinsville,Henry,VA,South,Highway / Roadway,Roads,Uknown,,,Live,36.669319,-79.799754
59,1445,Our Confederate Soldier,No specific honoree,Mathews,Mathews,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912.0,,Live,37.433700,-76.321700
60,1479,Stonewall Jackson Middle School,"Thomas Jonathan ""Stonewall"" Jackson",Mechanicsville,Hanover,VA,South,School,Schools,Uknown,1969.0,,Live,37.617775,-77.340833
61,3165,Stonewall Middle Drive,"Thomas Jonathan ""Stonewall"" Jackson",Mechanicsville,Hanover,VA,South,Highway / Roadway,Roads,Uknown,,,Live,37.619252,-77.341857
62,164,Robert E. Lee Elementary School,Robert E. Lee,Springdale,Washington,AR,South,School,Schools,Uknown,1951.0,,Live,36.179513,-94.134081
63,143,Star City Confederate Memorial,No specific honoree,Star City,Lincoln,AR,South,Monument,Monument,United Daughters of the Confederacy,1926.0,,Live,33.941922,-91.845840
64,1991,Albert Pike Recreation Area,Albert Pike,Umpire,Howard,AR,South,Park,Parks/Trails,Uknown,,,Live,33.941676,-91.845822
65,154,Van Buren Confederate Monument,No specific honoree,Van Buren,Crawford,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; Sons of the Confederacy,1899.0,,Live,35.433967,-94.355548
66,118,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Wilson,Mississippi,AR,South,Highway / Roadway,Roads,Uknown,,,Live,35.573541,-90.044345
67,2192,Jefferson Davis Highway Marker,Jefferson Davis,Gold Canyon,Pinal,AZ,Not Applicable,Monument,Monument,United Daughters of the Confederacy,1943.0,,Live,33.335600,-111.440500
68,166,Confederate Troops Memorial,No specific honoree,Phoenix,Maricopa,AZ,Not Applicable,Monument,Monument,United Daughters of the Confederacy,1961.0,,Live,33.448171,-112.094537
69,1950,East Robert E. Lee Street,Robert E. Lee,Phoenix,Maricopa,AZ,Not Applicable,Highway / Roadway,Roads,Uknown,1961.0,,Live,33.651598,-111.982958
70,936,North Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",Rock Hill,York,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.922117,-81.017599
71,609,Beauregard Street,Pierre Gustave Toutant-Beauregard,Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.272536,-88.740163
72,3018,Breckinridge Street,John C. Breckinridge,Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.250382,-88.749534
73,3019,Buckner Avenue,Simon Bolivar Buckner,Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.248536,-88.748720
74,607,Confederate Avenue,No specific honoree,Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.250177,-88.750578
75,715,Confederate Monument,No specific honoree,Tupelo,Lee,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; Sons of the Confederacy,1906.0,,Live,34.258450,-88.705167
76,3020,Ewell Avenue,Richard Stoddert Ewell,Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.251831,-88.748977
77,3021,Hampton Avenue,Wade Hampton,Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.247765,-88.748940
78,3022,Hood Avenue,John Bell Hood,Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.249367,-88.749642
79,610,Jeb Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Tupelo,Lee,MS,South,Highway / Roadway,Roads,Uknown,,,Live,34.272737,-88.738908
80,603,Lee County,Robert E. Lee,Tupelo,Lee,MS,South,County/Municipality,County/Municipality,Uknown,1866.0,,Live,34.258739,-88.704962
81,1219,Confederate Soldiers Monument,No specific honoree,Austin,Travis,TX,South,Monument,Government Office Grounds,Surviving comrades,1903.0,,Live,30.273200,-97.740833
82,1220,Hood's Texas Brigade Monument,John Bell Hood,Austin,Travis,TX,South,Monument,Government Office Grounds,Reunion Association of Hood's Texas Brigade,1910.0,,Live,30.274033,-97.739367
83,2251,Jefferson Davis Highway Marker,Jefferson Davis,Austin,Travis,TX,South,Monument,Monument,United Daughters of the Confederacy,1931.0,,Live,30.191450,-97.779633
84,1819,John H. Reagan State Office Building,John Henninger Reagan,Austin,Travis,TX,South,Building,Buildings,Uknown,,,Live,30.276665,-97.740216
85,1244,Robert E. Lee Elementary School,Robert E. Lee,Eagle Pass,Maverick,TX,South,School,Schools,Uknown,,,Live,28.703877,-100.501343
86,3131,Lee Circle,Robert E. Lee,Edinburg,Hidalgo,TX,South,Highway / Roadway,Roads,Uknown,,,Live,26.294513,-98.177057
87,1245,Robert E. Lee Elementary School,Robert E. Lee,Edinburg,Hidalgo,TX,South,School,Schools,Uknown,,,Live,26.296758,-98.176272
88,1131,Robert E Lee Road,Robert E. Lee,El Paso,El Paso,TX,South,Highway / Roadway,Roads,Uknown,,,Live,31.786324,-106.398203
89,1246,Robert E. Lee Elementary School,Robert E. Lee,El Paso,El Paso,TX,South,School,Schools,Uknown,,,Live,31.850854,-106.425341
90,1167,Confederate Soldier,No specific honoree,Farmersville,Collin,TX,South,Monument,Monument,United Daughters of the Confederacy,1917.0,,Live,33.161750,-96.359517
91,786,Confederate Soldiers Monument,No specific honoree,Edenton,Chowan,NC,South,Monument,Monument,United Daughters of the Confederacy,1909.0,,Live,36.057166,-76.609404
92,840,Confederate Soldiers Monument,No specific honoree,Elizabeth City,"Pasquotank‎, ‎Camden",NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1911.0,,Live,36.300323,-76.222069
93,787,"Monument to the ""Confederate Grays"" 20th Regiment North Carolina State Troops",No specific honoree,Faison,"Duplin‎, ‎Sampson",NC,South,Monument,Monument,"Sons of Company E., Confederate States of America",1932.0,,Live,35.116570,-78.138050
94,3031,Bragg Boulevard,Braxton Bragg,Fayetteville,Cumberland,NC,South,Highway / Roadway,Roads,Uknown,,,Live,35.065012,-78.896938
95,788,Confederate Arsenal,No specific honoree,Fayetteville,Cumberland,NC,South,Monument,Monument,United Daughters of the Confederacy; North Carolina Historical Commission,1928.0,,Live,35.054317,-78.892333
96,789,Confederate Soldiers Monument,No specific honoree,Fayetteville,Cumberland,NC,South,Monument,Monument,Women of Cumberland County; Ladies Monument Association,1902.0,,Live,35.058610,-78.904080
97,3032,Fort Bragg Road,Braxton Bragg,Fayetteville,Cumberland,NC,South,Highway / Roadway,Roads,Uknown,,,Live,35.059285,-78.903675
98,737,General Lee Avenue,Robert E. Lee,Fayetteville,Cumberland,NC,South,Highway / Roadway,Roads,Uknown,,,Live,35.061489,-78.903364
99,761,Robert E. Lee Drive,Robert E. Lee,Flat Rock,Henderson,NC,South,Highway / Roadway,Roads,Uknown,,,Live,35.269183,-82.437057
100,790,Jefferson Davis Monument,Jefferson Davis,Fletcher,Henderson,NC,South,Monument,Monument,United Daughters of the Confederacy,1931.0,,Live,35.442467,-82.503850
101,1908,City of Hubbard,Richard B. Hubbard,Hubbard,Hill,TX,South,City,County/Municipality,Uknown,1881.0,,Live,31.846787,-96.795223
102,1133,Robert E Lee Road,Robert E. Lee,Hunt,Hunt,TX,South,Highway / Roadway,Roads,Uknown,,,Live,30.076115,-99.351740
103,1202,Walker County Civil War Monument,No specific honoree,Huntsville,Walker,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1956.0,,Live,30.723650,-95.550817
104,1135,Jeff Davis Street,Jefferson Davis,Jacksonville,Cherokee,TX,South,Highway / Roadway,Roads,Uknown,,,Live,31.981157,-95.261735
105,1203,Confederate Monument,No specific honoree,Jefferson,Marion,TX,South,Monument,Courthouse Grounds,United Confederate Veterans,1907.0,,Live,32.756607,-94.344234
106,1205,Confederate Monument,No specific honoree,Kaufman,Kaufman,TX,South,Monument,Courthouse Grounds,United Confederate Veterans; the people of Kaufman County,1911.0,,Live,32.589317,-96.309583
107,1152,East Winkler Street,Clinton M. Winkler,Kermit,Winkler,TX,South,Highway / Roadway,Roads,Uknown,,,Live,31.856319,-103.094652
108,1100,Winkler County,Clinton M. Winkler,Kermit,Winkler,TX,South,County/Municipality,County/Municipality,Uknown,1910.0,,Live,31.857165,-103.093679
109,1150,Confederate Park Road,No specific honoree,Lakeside,Tarrant,TX,South,Highway / Roadway,Roads,Uknown,,,Live,32.823054,-97.493223
110,1043,Britton Lane Confederate Monument,No specific honoree,Denmark,Madison,TN,South,Monument,Monument,John Ingram Bivouac,1897.0,,Live,35.490229,-88.957894
111,1064,Weakley County Confederate Monument,No specific honoree,Dresden,Weakley,TN,South,Monument,Courthouse Grounds,Uknown,1915.0,,Live,36.291883,-88.708683
112,1065,Confederate Monument,No specific honoree,Dyersburg,Dyer,TN,South,Monument,Courthouse Grounds,United Confederate Veterans,1905.0,,Live,36.032618,-89.385934
113,1023,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Elizabethton,Carter,TN,South,Highway / Roadway,Roads,Uknown,,,Live,36.351793,-82.246399
114,1014,Jeff Davis Drive,Jefferson Davis,Eva,Benton,TN,South,Highway / Roadway,Roads,Uknown,,,Live,36.062795,-88.015097
115,1086,Nathan Bedford Bust,Nathan Bedford Forrest,Eva,Benton,TN,South,Monument,Parks/Trails,Uknown,,,Live,36.084338,-87.985332
116,1870,Nathan Bedford Forrest State Park,Nathan Bedford Forrest,Eva,Benton,TN,South,Park,Parks/Trails,Uknown,1929.0,,Live,36.088718,-87.974160
117,1878,General Forrest Court,Nathan Bedford Forrest,Forest Hills,Davidson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,36.062731,-86.823301
118,1877,Robert E. Lee Court,Robert E. Lee,Forest Hills,Davidson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,36.065045,-86.827672
119,1017,Robert E. Lee Drive,Robert E. Lee,Forest Hills,Davidson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,36.064869,-86.821487
120,1857,Alleghany County Confederate Monument,No specific honoree,Covington,Alleghany,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1911.0,,Live,37.792500,-79.995750
121,5020,Confederate Soldier Monument,No specific honoree,Culpeper,Culpeper,VA,South,Monument,Courthouse Grounds,Citizens of Culpeper County; A.P. Hill Camp No. 2 C.V.,1911.0,,Live,38.473728,-77.997054
122,3146,Farley Street,William Downs Farley,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.487203,-77.987716
123,1305,General AP Hill Avenue,A.P. Hill,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.496886,-78.036487
124,167,Confederate Memorial,No specific honoree,Picacho Pass,Pinal,AZ,Not Applicable,Monument,Monument,Sons of Confederate Veterans,,,Live,32.638492,-111.409533
125,1452,Powhatan Troop Confederate Monument,No specific honoree,Powhatan,Powhatan,VA,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1999.0,,Live,37.541932,-77.918677
126,1461,Confederate Monument,No specific honoree,Windsor,Isle of Wight,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1905.0,,Live,36.907967,-76.708183
127,1463,City of Wise,Henry A. Wise,Wise,Wise,VA,South,City,County/Municipality,Uknown,1924.0,,Live,36.976361,-82.575359
128,1288,Jeff Davis Drive,Jefferson Davis,Woodford,Caroline,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.107909,-77.361321
129,1317,Stonewall Jackson Road,"Thomas Jonathan ""Stonewall"" Jackson",Woodford,Caroline,VA,South,Highway / Roadway,Roads,Uknown,,,Live,38.143819,-77.439503
130,3170,Pickett Road,George Pickett,Bellingham,Whatcom,WA,Not Applicable,Highway / Roadway,Roads,Uknown,,,Live,48.795312,-122.510637
131,1490,Lee Elementary School,Robert E. Lee,East Wenatchee,Douglas,WA,Not Applicable,School,Schools,Uknown,1955.0,,Live,47.427315,-120.291107
132,1496,Beauregard Boulevard,Pierre Gustave Toutant-Beauregard,Charles Town,Jefferson,WV,Border,Highway / Roadway,Roads,Uknown,,,Live,39.302291,-77.830981
133,1837,Captain Chews Trace,Roger Preston Chew,Charles Town,Jefferson,WV,Border,Highway / Roadway,Roads,Uknown,,,Live,39.301136,-77.832239
134,1497,Lee Way,Robert E. Lee,Charles Town,Jefferson,WV,Border,Highway / Roadway,Roads,Uknown,,,Live,39.302558,-77.833717
135,1271,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Richmond,Richmond City,VA,South,Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live,37.538620,-77.433368
136,1404,Stonewall Jackson Monument I,"Thomas Jonathan ""Stonewall"" Jackson",Richmond,Richmond City,VA,South,Monument,Government Office Grounds,Uknown,1875.0,,Live,37.539233,-77.433183
137,1958,Stonewall Jackson Monument II,"Thomas Jonathan ""Stonewall"" Jackson",Richmond,Richmond City,VA,South,Monument,Monument,Uknown,1919.0,,Live,37.560534,-77.471318
138,1966,Lee Highway Marker,Robert E. Lee,Roanoke,Roanoke City,VA,South,Monument,Monument,United Daughters of the Confederacy,1928.0,,Live,37.264450,-80.011383
139,1965,Lee Plaza,Robert E. Lee,Roanoke,Roanoke City,VA,South,Park,Parks/Trails,Uknown,,,Live,37.270507,-79.94522
140,1964,Robert E. Lee Monument,Robert E. Lee,Roanoke,Roanoke City,VA,South,Monument,Monument,United Daughters of the Confederacy,1960.0,,Live,37.270507,-79.945225
141,1453,Confederate Monument,No specific honoree,Rocky Mount,Franklin,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; R.H. Fishburne,1910.0,,Live,36.995447,-79.889099
142,445,Confederate Monument,No specific honoree,Glasgow,Barren,KY,Border,Monument,Monument,Women's Monumental Association; former Confederate soldier John A. Murray,1905.0,,Live,36.995551,-85.912195
143,1225,City of Fort Davis,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,City,County/Municipality,Uknown,,,Live,30.588442,-103.895231
144,1880,Davis Mountains,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,Other,Parks/Trails,Uknown,1854.0,,Live,30.633333,-104.166667
145,1881,Davis Mountains State Park,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,Park,Parks/Trails,Uknown,1933.0,,Live,30.599059,-103.930104
146,1247,Fort Davis Junior-Senior High School,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,School,Schools,Uknown,,,Live,30.586961,-103.898693
147,1097,Jeff Davis County,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,County/Municipality,County/Municipality,Uknown,1887.0,,Live,30.588425,-103.894918
148,1155,Fort Hood,John Bell Hood,Fort Hood,Bell,TX,South,Military Base,Buildings,Uknown,1942.0,,Live,31.194999,-97.741342
149,3127,Stonewall Elementary,"Thomas Jonathan ""Stonewall"" Jackson",Fredericksburg,Gillespie,TX,South,School,Schools,Uknown,,,Live,30.237244,-98.662510
150,1032,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Newport,Cocke,TN,South,Highway / Roadway,Roads,Uknown,,,Live,35.894485,-83.217466
151,1020,Stonewall Jackson Court,"Thomas Jonathan ""Stonewall"" Jackson",Oak Hill,Davidson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,36.067790,-86.808476
152,1071,Confederate Monument,No specific honoree,Paris,Henry,TN,South,Monument,Courthouse Grounds,Uknown,1900.0,,Live,36.302433,-88.325550
153,1054,Freeman's Battery,No specific honoree,Parkers Crossroads,Henderson,TN,South,Monument,Monument,Sons of Confederate Veterans,2002.0,,Live,35.797183,-88.390467
154,1055,Morton's Battery,"John Watson Morton, Jr.",Parkers Crossroads,Henderson,TN,South,Monument,Monument,Sons of Confederate Veterans,2007.0,,Live,35.796333,-88.390300
155,1072,"""Rebel Martyr"" Sam Davis Statue",Sam Davis,Pulaski,Giles,TN,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1906.0,,Live,35.199223,-87.031345
156,1036,Sam Davis Avenue,Sam Davis,Pulaski,Giles,TN,South,Highway / Roadway,Roads,Uknown,,,Live,35.197759,-87.027397
157,1084,Sam Davis Hanging Site,Sam Davis,Pulaski,Giles,TN,South,Other,Parks/Trails,Uknown,,,Live,35.196734,-87.027647
158,1010,Bedford Forrest Lane,Nathan Bedford Forrest,Ridgley,Lake,TN,South,Highway / Roadway,Roads,Uknown,,,Live,36.270356,-89.481444
159,1013,Jefferson Davis Highway,Jefferson Davis,Ripley,Lauderdale,TN,South,Highway / Roadway,Roads,Uknown,,,Live,35.754395,-89.550200
160,1940,Confederate Reunion Grounds State Historic Site,No specific honoree,Mexia,Limestone,TX,South,Park,Parks/Trails,United Confederate Veterans,1983.0,,Live,31.631685,-96.560497
161,1102,Roberts County,Oran Milo Roberts,Miami,Roberts,TX,South,County/Municipality,County/Municipality,State of Texas,1889.0,,Live,35.692658,-100.635389
162,1258,Lee Freshman High School,Robert E. Lee,Midland,Midland,TX,South,School,Schools,Uknown,1961.0,,Live,32.025608,-102.065671
163,1259,Robert E. Lee High School,Robert E. Lee,Midland,Midland,TX,South,School,Schools,Uknown,1961.0,,Live,32.011802,-102.129280
164,1146,Beauregard Court,Pierre Gustave Toutant-Beauregard,Missouri City,Fort Bend,TX,South,Highway / Roadway,Roads,Uknown,,,Live,29.542013,-95.511791
165,1145,Bedford Forrest Drive,Nathan Bedford Forrest,Missouri City,Fort Bend,TX,South,Highway / Roadway,Roads,Uknown,,,Live,29.541294,-95.511437
166,1147,Breckinridge Court,John C. Breckinridge,Missouri City,Fort Bend,TX,South,Highway / Roadway,Roads,Uknown,,,Live,29.540131,-95.507875
167,1148,Confederate Drive,No specific honoree,Missouri City,Fort Bend,TX,South,Highway / Roadway,Roads,Uknown,,,Live,29.539459,-95.505815
168,1149,Pickett Place,George Pickett,Missouri City,Fort Bend,TX,South,Highway / Roadway,Roads,Uknown,,,Live,29.539597,-95.512106
169,1210,Confederate Soldier Statue,No specific honoree,Mount Pleasant,Titus,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1911.0,,Live,33.156800,-94.968683
170,183,North Jeff Davis Avenue,Jefferson Davis,Perry,Taylor,FL,South,Highway / Roadway,Roads,Uknown,,,Live,30.119028,-83.578349
